Date,Retail Sales (CNY 100M),Retail Sales Tot Per Annu (CNY 100M),Retail Sales Y%Y,Retail Sales Tot Growth Per Annum (%),Above Threshold Retail Sales (CNY 100M),Above Threshold Retail Sales Tot Per Annum (CNY 100M),Above Threshold Retail Sales Y%Y,Above Threshold Retail Sales Tot Growth Per Annum (%),Urban Retail Sales (CNY 100M),Urban Retail Sales Tot Per Annum (CNY 100M),Urban Retail Sales Y%Y,Urban Retail Sales Tot Growth Per Annum (%),Rural Retail Sales (CNY 100M),Rural Retail Sales Tot Per Annum (CNY 100M),Rural Retail Sales Y%Y,Rural Retail Sales Tot Growth Per Annum (%),Restraurant Revenue Value (CNY 100M),Restraurant Revenue Tot Per Annum (CNY 100M),Restraurant Revenue Y%Y,Restraurant Revenue Tot Growth Per Annum (%),Over Threshold Restraurant Revenue Value (CNY 100M),Over Threshold Restraurant Revenue Tot Per Annum (CNY 100M),Over Threshold Restraurant Revenue Y%Y,Over Threshold Restraurant Revenue Tot Growth Per Annum (%),Goods Retail Sales (CNY 100M),Goods Retail Sales Tot Per Annum (CNY 100M),Goods Retail Sales Y%Y,Goods Retail Sales Tot Growth Per Annum (%),Over Threshold Good Retail Sales (CNY 100M),Over Threshold Good Retail Sales Tot Per Annum (CNY 100M),Over Threshold Good Retail Sales Y%Y,Over Threshold Good Retail Sales Tot Growth Per Annum (%),Over Threshold Supermarket Retail Sales Tot Growth Per Annum (%),Over Threshold Department Store Retail Sales Tot Growth Per Annum (%),Over Threshold Specialty Store Retail Sales Tot Growth Per Annum (%),Over Threshold Exclusive Store Retail Sales Tot Growth Per Annum (%),Over Threshold Convenient Store Retail Sales Tot Growth Per Annum (%),Online Retail Sales Tot Per Annum (CNY 100M),Online Retail Sales Tot Growth Per Annum (%),Physical Goods Online Retail Sales Tot Per Annum (CNY 100M),Physical Goods Online Retail Sales Tot Growth Per Annum (%),Physical Goods (food) Online Retail Sales Tot Growth Per Annum (%),Physical Goods (apparel) Online Retail Sales Tot Growth Per Annum (%),Physical Goods (others) Online Retail Sales Tot Growth Per Annum (%)
2024-05-01,39211.0,195236.9,3.7,4.1,14988.2,73858.0,3.4,4.0,34111.2,169417.9,3.7,4.0,5099.8,25819.0,4.1,4.7,4274.0,21634.4,5.0,8.4,1215.4,5858.2,2.5,5.9,34937.0,173602.5,3.6,3.5,13772.8,67999.8,3.5,3.9,1.8,-3.2,5.1,-1.0,4.9,57668.8,12.4,48280.4,11.5,19.6,9.0,10.8
2024-04-01,35699.1,156025.8,2.3,4.1,13640.9,58873.8,0.9,4.2,31026.4,135306.7,2.1,4.0,4672.7,20719.1,3.5,4.8,3915.2,17360.3,4.4,9.3,1099.8,4638.3,0.0,6.9,31783.9,138665.5,2.0,3.5,12541.1,54235.5,0.9,4.0,1.8,-3.5,5.7,-0.6,4.8,44110.3,11.5,37355.7,11.1,19.2,10.5,9.8
2024-03-01,39019.9,120326.8,3.1,4.7,15535.1,45450.8,2.6,5.2,33843.4,104280.3,3.0,4.6,5176.5,16046.5,3.8,5.2,3964.0,13445.2,6.9,10.8,1173.8,3551.1,3.2,9.2,35055.9,106881.6,2.7,4.0,14361.3,41899.7,2.5,4.9,2.2,-2.4,6.3,1.1,5.2,33081.8,12.4,28052.5,11.6,21.1,12.1,9.7
2024-02-01,,81306.9,,5.5,,29919.7,,6.7,,70436.9,,5.5,,10870,,5.8,,9481.2,,12.5,,2374.2,,12.4,,71825.7,,4.6,,27545.5,0.9,-3.0,7.8,4.2,5.8,21535.4,15.3,18206.5,14.4,26.1,17.8,10.8
2024-01-01,
2023-12-01,43550.2,471495.2,7.4,7.2,17885.4,178563.1,6.6,6.5,37071.0,407490.3,7.2,7.1,6479.2,64004.9,8.9,8.0,5405.1,52889.7,30.0,20.4,1252.5,13355.9,37.7,20.9,38145.1,418605.5,4.8,5.8,16632.9,165207.2,4.8,5.5,-0.4,8.8,4.9,4.5,7.5,154264.2,11.0,130173.8,8.4,11.2,10.8,7.1
2023-11-01,42505.0,427945.0,10.1,7.2,16857.8,161540.2,10.0,6.5,36530.2,370419.2,10.0,7.1,5974.8,57525.7,10.4,7.9,5579.9,47484.6,25.8,19.4,1151.7,12162.5,24.6,19.4,36925.1,380460.4,8.0,5.9,15706.1,149377.7,9.0,5.6,-0.5,7.7,5.1,4.5,7.4,139570.6,11.0,117708.8,8.3,12.0,9.2,7.5
2023-10-01,43333.0,385440,7.6,6.9,15362.6,144741.9,8.7,6.1,37478.8,333889.0,7.4,6.8,5854.2,51551.0,8.9,7.6,4799.6,41904.6,17.1,18.5,1204.8,10941.1,18.0,18.8,38533.4,343535.4,6.5,5.6,14157.8,133800.8,7.9,5.2,-0.6,7.2,4.7,3.6,7.3,122914.7,11.2,103009.7,8.4,11.3,7.6,8.2
2023-09-01,39826.0,342107,5.5,6.8,15890.3,129424.6,5.2,5.9,33984.6,296410.2,5.4,6.7,5841.3,45696.8,6.3,7.4,4286.8,37105.0,13.8,18.7,1158.4,9701.8,12.8,18.9,35539.2,305002,4.6,5.5,14731.9,119722.8,4.7,4.9,-0.4,7.7,4.3,3.1,7.5,108198.5,11.6,90435,8.9,10.4,9.6,8.5
2023-08-01,37932.7,302281,4.6,7,14460.8,113364.2,3.1,5.9,32973.7,262425.5,4.4,6.9,4958.9,39855.5,6.3,7.6,4212.1,32818.3,12.4,19.4,1124.9,8510.5,10.4,19.8,33720.6,269462.8,3.7,5.6,13335.8,104853.7,2.5,5,-0.5,7.9,4.1,3.1,7.3,95386.6,12.1,79820.6,9.5,8.4,10.9,9.2
2023-07-01,36760.7,264348.4,2.5,7.3,13762,98981.8,0.3,6.4,31920.1,229451.8,2.3,7.3,4840.6,34896.5,3.8,7.7,4277.4,28606.2,15.8,20.5,1116,7364.5,10.9,21.4,32483.4,235742,1,5.9,12645.5,91617.2,-0.5,5.3,-0.5,8.2,4.5,3.5,7.5,83097.5,12.5,69856.1,10,8.7,12,9.5
2023-06-01,39951.4,227587.6,3.1,8.2,16658.3,85341.3,2.3,7.4,34563.5,197531.7,3,8.1,5387.9,30055.9,4.2,8.4,4370.8,24328.9,16.1,21.4,1134.2,6229.6,15.4,23.5,35580.6,203258.8,1.7,6.8,15524.1,79111.7,1.4,6.3,-0.4,9.8,5.4,4.6,8.2,71621.2,13.1,60622.7,10.8,8.9,13.3,10.3
2023-05-01,37803.3,187636.3,12.7,9.3,14033.4,68720.6,12.5,8.7,32906.1,162968.3,12.7,9.3,4897.2,24668,12.8,9.4,4070.1,19958,35.1,22.6,1084.5,5085.5,31.4,25.4,33733.2,167678.2,10.5,7.9,12948.9,63635.1,11.1,7.5,-0.3,11.4,6.8,6,8,56905.7,13.8,48054.7,11.8,8.4,14.6,11.5
2023-04-01,34910.5,149832.9,18.4,8.5,13228.1,55500.7,19,7.8,30397.9,130062.2,18.6,8.4,4512.6,19770.7,17.3,8.6,3751.5,15887.9,43.8,19.8,1011,4017.5,44.6,23.9,31159,133945,15.9,7.3,12217.1,51483.2,17.3,6.7,0.7,11.1,6.5,2.9,8.1,44107.9,12.3,37164.3,10.4,9,13.5,9.6
2023-03-01,37855.4,114922.4,10.6,5.8,15459.1,43691.3,10.1,4.8,32868,99664.3,10.7,5.7,4987.4,15258.1,10,6.2,3707.1,12136.5,26.3,13.9,1076.9,3065,37.2,18.3,34148.3,102786,9.1,4.9,14382.2,40626.3,8.5,3.9,1.4,9.2,5.7,0.2,8.8,32862.6,8.6,27835.1,7.3,7.3,8.6,6.9
2023-02-01,,77067,,3.5,,28485.8,,2.1,,66796.3,,3.4,,10270.7,,4.5,,8429.4,,9.2,,2002.2,,10.2,,68637.6,,2.9,,26483.6,,1.5,2.3,5.5,3.6,-5.4,10,20543.8,6.2,17475.6,5.3,5.3,4,5.7
2023-01-01,
2022-12-01,40542.3,439732.5,-1.8,-0.2,17070.7,170903.3,-1.3,1.4,34594.4,380447.7,-1.8,-0.3,5947.9,59284.8,-1.3,0,4157.1,43940.8,-14.1,-6.3,881.6,10650.3,-17.8,-5.9,36385.3,395791.7,-0.1,0.5,16189.1,160253.1,-0.2,1.9,3,-9.3,3.5,0.2,3.7,137853.2,4,119642.1,6.2,16.1,3.5,5.7
2022-11-01,38615.1,399190.2,-5.9,-0.1,15606.6,153895.3,-5.8,1.7,33204.2,345853.3,-6,-0.1,5410.9,53336.9,-5.2,0.2,4435.3,39783.7,-8.4,-5.4,888.6,9745,-7.5,-4.6,34179.9,359406.5,-5.6,0.5,14718,144150.3,-5.7,2.1,3.1,-8,3.6,0,4.3,124585,4.2,108098.3,6.4,15.1,3.4,6.1
2022-10-01,40270.5,360575.1,-0.5,0.6,14290.6,138115.8,-0.5,2.6,34896.1,312649.1,-0.6,0.5,5374.5,47926,0.2,0.8,4099.4,35348.5,-8.1,-5,977.8,8832.2,-7.7,-4.3,36171.2,325226.6,0.5,1.2,13312.8,129283.6,0,3.1,3.7,-6.8,4.6,0.7,4.6,109542.4,4.9,94505.7,7.2,16.7,5.3,6.5
2022-09-01,37744.9,320304.6,2.5,0.7,15234.4,123844.7,6.1,3,32249.5,277753.1,2.5,0.7,5495.3,42551.5,2.3,0.9,3767.3,31249.1,-1.7,-4.6,981.6,7833.6,0.1,-3.9,33977.5,289055.5,3,1.3,14252.8,116011.1,6.6,3.5,4,-6.3,5.1,0.7,4.9,95884,4,82373.7,6.1,15.6,4.7,5.2
2022-08-01,36257.9,282559.7,5.4,0.5,14017.9,108653.1,9.3,2.6,31593.2,245503.5,5.5,0.4,4664.7,37056.2,5,0.7,3747.6,27481.8,8.4,-5,967.4,6828.9,12.9,-4.4,32510.3,255077.9,5.1,1.1,13050.5,101824.3,9.1,3.1,4.1,-6.6,4.6,-0.5,4.8,84294.9,3.7,72413.5,5.8,16.5,4,4.8
2022-07-01,35870.1,246301.8,2.7,-0.2,13737.1,94749.6,6.8,1.7,31204.8,213910.4,2.7,-0.3,4665.3,32391.5,2.6,0.1,3694.2,23734.2,-1.5,-6.8,958.8,5846.7,-1.2,-6.8,32175.9,222567.6,3.2,0.5,12778.3,88902.9,7.5,2.3,4.1,-7.4,3.7,-2.3,4.6,73223.8,3.2,63152.5,5.7,15.7,3.4,5
2022-06-01,38742.5,210431.7,3.1,-0.7,16540.6,81231.2,8.1,0.8,33571.2,182705.6,3.1,-0.8,5171.2,27726.2,2.7,-0.3,3765.7,20040,-4,-7.7,945,4879.2,-2.2,-7.8,34976.7,190391.7,3.9,0.1,15595.6,76352,8.8,1.4,4.2,-8.4,2.8,-4.1,4.7,63006.5,3.1,54493.2,5.6,15.7,2.4,5.1
2022-05-01,33547,171689.3,-6.7,-1.5,12713,64614,-6.5,-0.9,29204.9,149134.3,-6.7,-1.6,4342.2,22554.9,-6.3,-1,3012.3,16274.3,-21.1,-8.5,785.7,3905.8,-20.8,-9.1,30534.7,155415,-5,-0.7,11927.3,60708.2,-5.3,-0.3,4,-10.3,4,-7.6,4.7,49604.4,2.9,42718.3,5.6,16,-1.6,6.3
2022-04-01,29483.1,138142.2,-11.1,-0.2,11012,51586.5,-14,0.6,25637,119929.5,-11.3,-0.3,3846.1,18212.8,-9.8,0.4,2608.9,13262,-22.7,-5.1,652.6,3063.7,-24,-5.6,26874.2,124880.2,-9.7,0.4,10359.3,48522.8,-13.3,1,3.6,-8.2,2.5,-5.9,6.8,38691.8,3.3,32886.7,5.2,12.9,-1.7,6.3
2022-03-01,34233.1,108659.1,-3.5,3.3,13630.7,40600.2,-1.4,5.4,29699.4,94292.5,-3.6,3.2,4533.7,14366.6,-3.3,3.5,2935.3,10653.1,-16.4,0.5,727.8,2408.2,-15.6,0.9,31297.8,98006,-2.1,3.6,12903,38191.9,-0.4,5.7,3.2,-3.3,6.6,1,10.1,30129.6,6.6,25256.5,8.8,13.5,0.9,10.6
2022-02-01,,74426,,6.7,,27229.6,,9.1,,64593.1,,6.7,,9832.9,,7.1,,7717.8,,8.9,,1719.9,,10.1,,66708.2,,6.5,,25509.6,,9.1,3,2.1,10.3,5.3,12.8,19558.2,10.2,16371.1,12.3,12.7,3.9,15.1
2022-01-01,
2021-12-01,41268.9,440823.2,1.7,12.5,16703.2,164148.1,1.6,13.4,35242.8,381558.4,1.5,12.5,6026.1,59264.8,2.8,12.1,4841.1,46894.9,-2.2,18.6,985,10434.3,-0.1,23.5,36427.8,393928.3,2.3,11.8,15718.2,153713.7,1.7,12.8,,,,,,130883.5,14.1,108042.4,12,17.8,8.3,12.5
2021-11-01,41043.2,399554.3,3.9,13.7,16030.8,147515.5,4.2,14.9,35337.5,346315.6,3.7,13.8,5705.7,53238.7,4.8,13.3,4843.1,42053.8,-2.7,21.6,880.1,9412.9,-0.3,26.7,36200.1,357500.5,4.8,12.8,15150.7,138102.6,4.5,14.2,,,,,,118749.2,15.4,98056.1,13.2,18.8,11.1,13.1
2021-10-01,40453.9,358511.1,4.9,14.9,13866.7,131281,4.6,16.4,35089.9,310978.1,4.8,15,5364,47533,5.6,14.4,4460.3,37210.7,2,25.7,976.3,8536,4,30.4,35993.6,321300.4,5.2,13.8,12890.4,122745,4.7,15.5,,,,,,103765.4,17.4,84979.3,14.6,19,14.1,14.3
2021-09-01,36833,318057.2,4.4,16.4,13902,117587.9,2.8,17.9,31461.8,275888.2,4.2,16.5,5371.2,42169,5.4,15.6,3831.3,32750.4,3.1,29.8,902.8,7553.2,5.5,34.8,33001.6,285306.8,4.5,15,12999.2,110034.7,2.7,17,,,,,,91870.9,18.5,75041.8,15.2,20.2,15.6,14.5
2021-08-01,34394.9,281224.2,2.5,18.1,12342.5,103568.4,0.5,20.3,29950.3,244426.4,2.3,18.3,4444.5,36797.8,3.4,17.2,3455.8,28919,-4.5,34.4,785.3,6631.7,-4.2,40.2,30939,252305.2,3.3,16.5,11557.1,96936.6,0.8,19.2,,,,,,81226.7,19.7,66340,15.9,22.4,19.4,14.2
2021-07-01,34925.1,246829.4,8.5,20.7,12425.2,91259.5,8.5,23.6,30378.5,214476.1,8.4,20.9,4546.5,32353.3,8.8,19.4,3751.4,25463.2,14.3,42.3,895.8,5842.1,20.7,49.5,31173.7,221366.2,7.8,18.7,11529.4,85417.4,7.7,22.2,,,,,,71108.1,21.9,58130,17.6,23.7,21.6,15.8
2021-06-01,37585.8,211904.3,12.1,23,14890.7,78939.3,13.2,26.4,32551.5,184097.6,12,23.3,5034.3,27806.7,12.5,21.4,3922.8,21711.8,20.2,48.6,897.3,4945,28.6,56.3,33663,190192.5,11.2,20.6,13993.4,73994.3,12.3,24.8,,,,,,61132.5,23.2,50262.7,18.7,23.5,24.1,16.7
2021-05-01,35945.1,174318.5,12.4,25.7,13214.4,63974.4,12.7,29.9,31312.7,151546.1,12.3,26,4632.4,22772.5,13.2,23.5,3816.3,17789,26.6,56.8,923.8,4035.4,40.8,64.2,32128.8,156529.5,10.9,22.9,12290.7,59939,11.1,28.1,,,,,,48238.9,24.7,39376.9,19.9,24.2,28.2,17
2021-04-01,33152.6,138373.4,17.7,29.6,12592.4,50752.8,18.5,35.3,28888,120233.4,17.6,30.1,4264.6,18140.1,17.8,26.5,3376.9,13972.8,46.4,67.7,817.6,3105.6,60.3,72.7,29775.8,124400.7,15.1,26.4,11774.8,47647.2,16.4,33.4,,,,,,37638.1,27.6,30773.5,23.1,24.5,33.8,20
2021-03-01,35484.1,105220.8,34.2,33.9,13699.7,38140,38.6,42,30793.8,91345.4,34,34.6,4690.2,13875.4,34.9,29.4,3510.5,10595.9,91.6,75.8,822.4,2284.7,115.2,77.7,31973.5,94624.9,29.9,30.4,12877.3,35855.3,35.6,40.2,,,,,,28092.7,29.9,23067.3,25.8,30.5,39.6,21.4
2021-02-01,,69736.8,,33.8,,24374.5,,43.9,,60551.6,,34.9,,9185.2,,26.7,,7085.4,,68.9,,1458.5,,61.8,,62651.4,,30.7,,22916,,42.9,,,,,,17586.8,32.5,14412.2,30.6,41.6,44.3,25.1
2021-01-01,
2020-12-01,40566,391980.6,4.6,-3.9,16300.8,143322.9,6.4,-1.9,34706,339119,4.4,-4,5860,52861.7,5.9,-3.2,4949.7,39527.3,0.4,-16.6,959.4,8231.8,3.6,-14,35616.3,352453.3,5.2,-2.3,15341.4,135091.1,6.6,-1,,,,,,117601.3,10.9,97590.3,14.8,30.6,5.8,16.2
2020-11-01,39514.2,351414.7,5,-4.8,15190.3,127123.6,8.3,-2.8,34071.9,304413,4.9,-4.9,5442.3,47001.7,5.6,-4.3,4979.7,34577.6,-0.6,-18.6,860.2,7267.5,1.8,-15.9,34534.4,316837,5.8,-3,14330.1,119856.2,8.7,-1.9,,,,,,105374.1,11.5,87792,15.7,32.9,5.9,17.1
2020-10-01,38576.5,311900.5,4.3,-5.9,13095,111887.7,7.1,-4.2,33498,270341.1,4.2,-6,5078.5,41559.4,5.1,-5.4,4372.3,29597.9,0.8,-21,911.7,6388.9,6.1,-17.8,34204.1,282302.5,4.8,-4,12183.2,105498.8,7.2,-3.2,,,,,,91275.3,10.9,75619.3,16,34.3,5.6,17.4
2020-09-01,35294.7,273324,3.3,-7.2,13376.4,98573.5,5.3,-5.5,30200.1,236843.1,3.2,-7.3,5094.6,36480.9,4,-6.7,3715.1,25225.6,-2.9,-23.9,835.8,5464.6,1.9,-20.8,31579.5,248098.4,4.1,-5.1,12540.5,93108.8,5.6,-4.4,,,,,,80064.7,9.7,66476.9,15.3,35.7,3.3,16.8
2020-08-01,33570.6,238029.4,0.5,-8.6,12136.1,85316.9,4.4,-7,29272.7,206643,0.5,-8.7,4297.9,31386.4,0.7,-8.3,3619.3,21510.4,-7,-26.6,796.1,4628.4,-3.5,-23.8,29951.3,216518.9,1.5,-6.3,11340,80688.5,5.1,-5.8,,,,,,70325.9,9.5,58650.7,15.8,35.4,1.1,18.3
2020-07-01,32202.5,204458.7,-1.1,-9.9,11351.3,73332.1,2.2,-8.6,28025,177370.3,-1.1,-10,4177.5,27088.4,-1.3,-9.5,3282.5,17891.1,-11,-29.6,721.2,3831.4,-8.2,-27,28920,186567.6,0.2,-7.5,10630.2,69500.7,3,-7.3,,,,,,60785.1,9,51017.6,15.7,38.2,-0.9,18.6
2020-06-01,33525.9,172256.2,-1.8,-11.4,13106.9,62374.8,-0.4,-10.3,29051.6,149345.3,-2,-11.5,4474.3,22910.9,-1.2,-10.9,3262.4,14608.6,-15.2,-32.8,684.7,3119.2,-12.9,-30.2,30263.5,157647.6,-0.2,-8.7,12422.2,59255.6,0.4,-9,,,,,,51500.9,7.3,43480.7,14.3,38.8,-2.9,17.3
2020-05-01,31972.8,138730.3,-2.8,-13.5,11664.2,49317.2,1.3,-12.7,27880.9,120293.7,-2.8,-13.5,4091.8,18436.6,-3.2,-13,3013.3,11346.2,-18.9,-36.5,644.7,2433.5,-15.4,-33.9,28959.5,127384.1,-0.8,-10.6,11019.5,46883.7,2.5,-11.2,,,,,,40175.8,4.5,33738.8,11.5,37,-6.8,14.9
2020-04-01,28177.8,106757.5,-7.5,-16.2,10588.3,37607.7,-3.2,-16.3,24557.7,92412.7,-7.5,-16.3,3620.1,14344.8,-7.7,-15.4,2306.6,8332.9,-31.1,-41.2,505.3,1786,-27.9,-38.6,25871.2,98424.6,-4.6,-13.1,10083,35821.7,-1.5,-14.7,,,,,,30698,1.7,25751,8.6,36.7,-12,12.4
2020-03-01,26449.9,78579.7,-15.8,-19,9984.3,27049.1,-15,-20.5,22974,67855,-15.9,-19.1,3475.9,10724.7,-15.1,-17.7,1832,6026.3,-46.8,-44.3,390.3,1277.6,-46.7,-41.9,24617.9,72553.4,-12,-15.8,9594,25771.5,-12.9,-18.9,,,,,,22168.8,-0.8,18535.7,5.9,32.7,-15.1,10
2020-02-01,,52129.8,,-20.5,,16949.8,,-23.4,,44881.1,,-20.7,,7248.8,,-19,,4194.3,,-43.1,,928.2,,-39.7,,47935.5,,-17.6,,16021.6,,-22.2,,,,,,13712,-3,11233.2,3,26.4,-18.1,7.5
2020-01-01,
2019-12-01,38776.7,411649,8,8,15337.6,148009.9,4.4,3.9,32703.8,351317.5,7.8,7.9,6072.9,60331.5,9.1,9,4824.6,46720.7,9.1,9.4,914,9444.9,6.1,7.1,33952.1,364928.3,7.9,7.9,14423.6,138565.1,4.3,3.7,,,,,,106324.2,16.5,85239.5,19.5,30.9,15.4,19.8
2019-11-01,38093.8,372872.3,8,8,13964.7,132639.1,4.4,3.9,32345.4,318613.7,7.9,7.9,5748.4,54258.6,9.1,9,4963.7,41896,9.7,9.4,831,8528.2,8.1,7.2,33130.1,330976.3,7.8,7.9,13133.7,124111,4.2,3.7,,,,,,94957.8,16.6,76032.3,19.7,29.6,16.5,19.8
2019-10-01,38104.3,334778.5,7.2,8.1,12322.1,118918.8,1.2,3.8,32744.1,286268.3,7,7.9,5360.2,48510.2,8.6,9,4367.5,36932.3,9,9.4,846.2,7695.2,5.6,7.1,33736.9,297846.2,7,7.9,11475.9,111223.6,0.9,3.6,,,,,,82307.1,16.4,65172.2,19.8,34.8,7.1,16.6
2019-09-01,34494.9,296674.2,7.8,8.2,12835.4,106691.9,3.1,4.1,29112.4,253524.1,7.5,8,5382.5,43150,9,9,3770.2,32564.8,9.4,9.4,814.5,6862.1,7.1,7.3,30724.7,264109.3,7.6,8,12020.9,99829.8,2.9,3.9,,,,,,73237,16.8,57776.9,20.5,28.9,18.6,20.3
2019-08-01,33896.3,262179.3,7.5,8.2,11772.1,93880.9,2,4.3,29134.3,224411.7,7.2,8.1,4762.1,37767.6,8.9,9,3857.1,28794.6,9.7,9.4,814.6,6048.4,7.6,7.3,30039.2,233384.6,7.2,8.1,10957.4,87832.6,1.6,4.1,,,,,,64393,16.8,50745.5,20.8,30.6,19.7,20.2
2019-07-01,33073.3,228282.9,7.6,8.3,11412.1,82446.2,2.9,4.6,28353.8,195277.5,7.4,8.2,4719.5,33005.5,8.6,9,3658,24937.5,9.4,9.4,777.3,5238.1,7.3,7.2,29415.2,203345.4,7.4,8.2,10634.8,77208.1,2.6,4.4,,,,,,55972.5,16.8,44233.3,20.9,29.9,20.4,20.2
2019-06-01,33878.1,195209.7,9.8,8.4,13163.4,71124.2,9.7,4.9,28959,166923.7,9.8,8.3,4919.2,28286,10.1,9.1,3723.3,21279.5,9.5,9.4,788.7,4497,7.6,7.2,30154.8,173930.2,9.9,8.3,12374.7,66627.1,9.8,4.7,,,,,,48160.6,17.8,38164.9,21.6,29.3,21.4,20.9
2019-05-01,32955.7,161331.6,8.6,8.1,11693.8,57924,5.1,3.9,28303.9,137964.7,8.5,8,4651.8,23366.9,9,8.9,3631.3,17556.2,9.4,9.3,754.8,3701.9,7.1,7.1,29324.4,143775.4,8.5,8,10939,54222.2,5,3.6,,,,,,38641.3,17.8,30414.5,21.7,28.5,21.2,21.2
2019-04-01,30586.1,128375.8,7.2,8,11120.1,46211.9,2,3.5,26259,109660.8,7.1,7.9,4327.1,18715.1,7.8,8.9,3280.7,13924.8,8.5,9.3,691.2,2920.6,4.8,7.1,27305.3,114451,7,7.9,10428.8,43291.3,1.8,3.3,,,,,,30439.3,17.8,23933.2,22.2,26.7,23.7,21.2
2019-03-01,31725.7,97789.7,8.7,8.3,11952.5,35078.2,5.1,4.1,27191.8,83401.7,8.5,8.2,4533.9,14388,9.4,9.2,3393,10644.1,9.5,9.6,725.8,2225.8,7.5,7.9,28332.8,87145.7,8.6,8.2,11226.8,32852.4,5,3.8,,,,,,22378.7,15.3,17772,21,24.6,19.1,21.3
2019-02-01,,66064,,8.2,,23096,,3.5,,56210,,8,,9854,,9.1,,7251,,9.7,,1517,,8.1,,58813,,8,,21580,,3.2,,,,,,13982.8,13.6,10901,19.5,20.2,15.6,20.8
2019-01-01,
2018-12-01,35893.5,380986.9,8.2,9,15084,145311.3,2.4,5.7,30328.9,325636.9,8,8.8,5564.6,55350,9.3,10.1,4421.6,42715.9,9,9.5,909.3,9236.4,5.5,6.4,31471.9,338271,8,8.9,14174.7,136074.9,2.2,5.7,,,,,,90065,23.9,70198.2,25.4,33.8,22,25.9
2018-11-01,35259.7,345093.4,8.1,9.1,13678.7,130829.9,2.1,6.1,29990,295308,7.9,8.9,5269.7,49785.3,9.3,10.2,4525,38294.3,8.6,9.5,816.7,8356.8,4,6.5,30734.7,306799.1,8,9,12862.1,122473.1,2,6.1,,,,,,80688.6,24.1,62710.3,25.4,36.3,21.2,25.8
2018-10-01,35534.4,309833.7,8.6,9.2,12478.6,117177.5,3.7,6.6,30600.6,265318,8.4,9,4933.8,44515.6,9.7,10.3,4006,33769.3,8.8,9.6,848.5,7540.3,5,6.8,31528.4,276064.3,8.5,9.1,11630.1,109637.1,3.6,6.6,,,,,,70539.1,25.5,54140.7,26.7,36.1,22.5,27.2
2018-09-01,32005.4,274299.3,9.2,9.3,12761.7,104792.1,5.7,6.9,27069,234717.5,9,9.1,4936.4,39581.8,10.5,10.4,3446.9,29763.4,9.4,9.8,800.1,6692.8,6.9,7,28558.5,244535.9,9.2,9.2,11961.6,98099.3,5.6,6.9,,,,,,62784.6,27,47937.7,27.7,43.8,23.3,27.7
2018-08-01,31542.3,242293.9,9,9.3,11832.2,92367.7,6,7.1,27169,207648.5,8.8,9.1,4373.3,34645.4,10.2,10.4,3516.1,26316.4,9.7,9.8,791.1,5907.4,7.5,7.1,28026.2,215977.4,8.9,9.2,11041.1,86460.3,5.9,7.1,,,,,,55195.5,28.2,41993.1,28.6,42.7,23.4,29
2018-07-01,30733.7,210751.6,8.8,9.3,11419,81125.2,5.7,7.3,26388.2,180479.6,8.6,9.1,4345.5,30272.1,10.1,10.4,3343.2,22800.4,9.4,9.8,763.8,5146.4,6,7,27390.5,187951.2,8.7,9.2,10655.2,75978.8,5.7,7.3,,,,,,47862.7,29.3,36460.9,29.1,41.6,23.9,29.7
2018-06-01,30841.6,180017.9,9,9.4,12448.3,69937.6,6.5,7.5,26374.9,154091.3,8.8,9.2,4466.6,25926.6,10.4,10.5,3400.6,19457.2,10.1,9.9,777,4399.4,7.8,7.2,27441,160560.7,8.9,9.3,11671.3,65538.2,6.4,7.6,,,,,,40810,30.1,31276.6,29.8,42.3,24.1,30.7
2018-05-01,30359.1,149176.4,8.5,9.5,11476.7,57517.7,5.5,7.8,26092.2,127716.4,8.3,9.3,4266.9,21460,9.6,10.5,3320.7,16056.6,8.8,9.8,741.1,3629.6,4.5,7.1,27038.4,133119.7,8.4,9.4,10735.6,53888.1,5.6,7.8,,,,,,32690.6,30.7,24819,30,42.4,24.9,30.7
2018-04-01,28541.9,118817.3,9.4,9.7,11240.6,46136.9,7.8,8.4,24527.7,101624.2,9.2,9.6,4014.2,17193.1,10.6,10.7,3024.5,12736,9.6,10.1,700.2,2889,6.9,7.7,25517.4,106081.3,9.4,9.7,10540.4,43247.9,7.8,8.4,,,,,,25791.5,32.4,19494.9,31.2,44.9,28,31.1
2018-03-01,29193.6,90275.4,10.1,9.8,11831.8,34941,9,8.5,25050.3,77096.5,9.9,9.7,4143.4,13178.9,10.9,10.7,3098.6,9711.5,10.6,10.3,719.3,2186.3,9.7,8,26095,80563.9,10,9.8,11112.5,32754.7,8.9,8.6,,,,,,19318.5,35.4,14567.1,34.4,46.5,33.9,33.3
2018-02-01,,61081.8,,9.7,,23242,,8.3,,52046.2,,9.6,,9035.6,,10.7,,6612.9,,10.1,,1479.5,,7.1,,54468.9,,9.7,,21762.5,,8.4,,,,,,12271.3,37.3,9073.2,35.6,57.3,36.8,33.1
2018-01-01,
2017-12-01,34734.1,366261.6,9.4,10.2,17409.4,160612.5,6.7,8.1,29753.5,314289.7,9.3,10,4980.6,51971.9,10.1,11.8,3689.2,39643.7,10.1,10.7,992.8,9751.2,6,7.4,31044.9,326617.9,9.3,10.2,16416.6,150861.3,6.8,8.2,,,,,,,,,,,,
