,Date,工业生产者出厂价格指数 YoY,煤炭开采和洗选业工业生产者出厂价格指数 YoY,石油和天然气开采业工业生产者出厂价格指数 YoY,黑色金属矿采选业工业生产者出厂价格指数 YoY,有色金属矿采选业工业生产者出厂价格指数 YoY,非金属矿采选业工业生产者出厂价格指数 YoY,其他采矿业工业生产者出厂价格指数 YoY,农副食品加工业工业生产者出厂价格指数 YoY,食品制造业工业生产者出厂价格指数 YoY,饮料制造业工业生产者出厂价格指数 YoY,烟草制品业工业生产者出厂价格指数 YoY,纺织业工业生产者出厂价格指数 YoY,纺织服装、鞋、帽制造业工业生产者出厂价格指数 YoY,皮革、毛皮、羽毛 (绒) 及其制品业工业生产者出厂价格指数 YoY,木材加工及木、竹、藤、棕、草制品业工业生产者出厂价格指数 YoY,家具制造业工业生产者出厂价格指数 YoY,造纸及纸制品业工业生产者出厂价格指数 YoY,印刷业和记录媒介的复制工业生产者出厂价格指数 YoY,文教体育用品制造业工业生产者出厂价格指数 YoY,石油加工、炼焦及核燃料加工业工业生产者出厂价格指数 YoY,化学原料及化学制品制造业工业生产者出厂价格指数 YoY,医药制造业工业生产者出厂价格指数 YoY,化学纤维制造业工业生产者出厂价格指数 YoY,橡胶制品业工业生产者出厂价格指数 YoY,塑料制品业工业生产者出厂价格指数 YoY,非金属矿物制品业工业生产者出厂价格指数 YoY,黑色金属冶炼及压延加工业工业生产者出厂价格指数 YoY,有色金属冶炼及压延加工业工业生产者出厂价格指数 YoY,金属制品业工业生产者出厂价格指数 YoY,通用设备制造业工业生产者出厂价格指数 YoY,专用设备制造业工业生产者出厂价格指数 YoY,交通运输设备制造业工业生产者出厂价格指数 YoY,电气机械及器材制造业工业生产者出厂价格指数 YoY,通信设备、计算机及其他电子设备制造工业生产者出厂价格指数 YoY,仪器仪表及文化、办公用机械制造业工业生产者出厂价格指数 YoY,工艺品及其他制造业工业生产者出厂价格指数 YoY,废弃资源和废旧材料回收加工业工业生产者出厂价格指数 YoY,电力、热力的生产和供应业工业生产者出厂价格指数 YoY,燃气生产和供应业工业生产者出厂价格指数 YoY,水的生产和供应业工业生产者出厂价格指数 YoY,开采辅助活动工业生产者出厂价格指数 YoY,酒、饮料和精制茶制造业工业生产者出厂价格指数 YoY,纺织服装、服饰业工业生产者出厂价格指数 YoY,皮革、毛皮、羽毛及其制品和制鞋业工业生产者出厂价格指数 YoY,木材加工和木、竹、藤、棕、草制品业工业生产者出厂价格指数 YoY,造纸和纸制品业工业生产者出厂价格指数 YoY,印刷和记录媒介复制业工业生产者出厂价格指数 YoY,文教、工美、体育和娱乐用品制造业工业生产者出厂价格指数 YoY,石油加工、炼焦和核燃料加工业工业生产者出厂价格指数 YoY,化学原料和化学制品制造业工业生产者出厂价格指数 YoY,橡胶和塑料制品业工业生产者出厂价格指数 YoY,黑色金属冶炼和压延加工业工业生产者出厂价格指数 YoY,有色金属冶炼和压延加工业工业生产者出厂价格指数 YoY,汽车制造业工业生产者出厂价格指数 YoY,铁路、船舶、航空航天和其他运输设备制造业工业生产者出厂价格指数 YoY,电气机械和器材制造业工业生产者出厂价格指数 YoY,计算机、通信和其他电子设备制造业工业生产者出厂价格指数 YoY,仪器仪表制造业工业生产者出厂价格指数 YoY,其他制造业工业生产者出厂价格指数 YoY,废弃资源综合利用业工业生产者出厂价格指数 YoY,金属制品、机械和设备修理业工业生产者出厂价格指数 YoY,电力、热力生产和供应业工业生产者出厂价格指数 YoY
0,2007-01-01,3.3,2.0,4.6,0.3,22.7,3.3,,8.5,1.8,1.1,0.6,0.9,0.9,2.0,3.7,1.0,1.1,-0.5,1.6,9.7,3.5,-0.9,3.3,4.9,2.6,2.0,4.9,20.0,3.2,1.1,0.8,0.1,7.5,-3.7,-0.2,4.1,5.9,2.8,6.7,5.4,,,,,,,,,,,,,,,,,,,,,,
1,2007-02-01,2.6,2.4,-7.3,0.8,21.8,3.4,0.0,9.0,1.6,1.0,0.5,0.9,0.6,2.3,3.7,1.2,0.3,0.0,1.7,7.4,3.0,-0.9,2.9,4.8,2.4,1.2,5.9,14.7,2.7,1.2,0.6,-0.2,6.8,-3.4,-1.5,3.4,2.0,2.9,6.2,5.5,,,,,,,,,,,,,,,,,,,,,,
2,2007-03-01,2.7,2.0,-9.2,3.5,21.9,3.3,0.0,9.6,1.8,1.3,0.2,0.5,0.4,2.3,3.9,1.2,1.0,-0.3,1.5,7.0,3.2,-1.3,3.3,4.1,2.7,0.9,6.9,16.3,3.1,1.2,0.6,0.0,5.4,-2.7,-1.8,3.3,4.3,3.0,5.6,5.0,,,,,,,,,,,,,,,,,,,,,,
3,2007-04-01,2.9,2.4,-4.1,5.7,18.6,3.4,0.0,10.0,2.0,1.2,0.9,0.9,1.1,1.5,4.0,1.4,0.8,0.2,2.5,5.6,3.6,-0.4,3.6,4.1,2.3,0.6,6.0,18.8,2.9,1.4,0.5,-0.2,5.8,-2.1,-1.6,3.5,4.8,2.9,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,
4,2007-05-01,2.8,2.6,-3.7,6.2,10.7,4.7,0.0,12.1,1.9,1.5,0.6,0.8,1.3,1.9,4.1,1.1,0.7,-0.3,2.6,4.7,3.4,0.5,4.4,4.1,2.0,0.4,6.5,15.7,2.7,1.5,1.8,-0.1,3.4,-2.2,-1.2,2.6,3.7,3.0,4.7,4.5,,,,,,,,,,,,,,,,,,,,,,
5,2007-06-01,2.5,3.0,-6.3,7.8,8.0,4.1,0.0,12.8,2.3,0.9,0.2,0.6,0.7,1.7,3.8,1.3,0.4,0.2,1.6,0.9,3.0,2.9,4.7,3.4,2.1,0.8,6.3,16.5,2.4,1.5,1.7,0.0,3.1,-2.0,-1.5,3.2,3.8,3.2,4.4,4.6,,,,,,,,,,,,,,,,,,,,,,
6,2007-07-01,2.4,3.6,-4.9,9.0,7.6,2.6,0.0,14.9,2.1,1.0,0.4,0.7,0.8,2.4,3.6,1.3,0.6,0.7,0.8,0.2,3.2,3.5,3.3,2.7,1.9,1.7,5.4,12.6,2.3,1.0,1.7,0.2,3.0,-2.6,-1.4,4.2,2.7,2.6,4.9,5.0,,,,,,,,,,,,,,,,,,,,,,
7,2007-08-01,2.6,3.8,-2.0,11.9,6.2,2.1,0.0,16.4,2.6,1.0,0.0,0.8,1.0,2.5,3.3,1.7,0.8,0.7,1.5,0.1,2.9,4.8,2.1,2.8,1.4,1.2,7.0,12.2,2.3,1.1,1.7,0.2,2.4,-2.3,-0.8,4.7,2.8,1.7,4.4,4.9,,,,,,,,,,,,,,,,,,,,,,
8,2007-09-01,2.7,4.5,-3.7,16.9,7.8,1.9,0.0,15.7,3.4,1.0,0.0,1.0,0.3,3.1,3.6,1.6,1.1,0.9,0.6,0.3,3.3,4.9,1.8,2.1,1.0,1.7,9.5,11.9,2.3,1.4,1.9,0.1,2.2,-2.7,-0.9,5.0,3.2,1.4,3.3,4.5,,,,,,,,,,,,,,,,,,,,,,
9,2007-10-01,3.2,5.2,4.2,16.6,8.6,2.3,0.0,16.3,3.4,1.2,0.3,0.8,0.4,3.8,3.2,1.6,1.3,1.2,0.9,2.0,4.3,4.2,3.1,2.0,0.9,0.6,10.5,10.2,2.2,1.4,2.2,0.3,1.9,-2.2,-0.5,5.5,6.4,1.2,3.1,4.2,,,,,,,,,,,,,,,,,,,,,,
10,2007-11-01,4.6,6.2,22.2,19.9,9.2,2.9,0.0,17.7,4.0,1.2,0.3,0.8,0.1,3.1,3.2,1.9,1.7,1.6,0.8,9.8,5.1,4.3,3.1,2.5,2.0,2.4,11.7,10.6,2.5,1.5,1.9,0.0,1.8,-2.2,-1.4,6.1,6.6,1.0,4.1,4.2,,,,,,,,,,,,,,,,,,,,,,
11,2007-12-01,5.4,7.9,34.6,24.6,8.4,3.6,,17.0,4.6,1.5,0.2,1.3,1.2,2.6,3.5,3.0,2.4,1.9,1.4,12.3,6.6,3.4,3.7,2.0,2.2,2.4,14.4,7.4,3.1,1.7,2.4,0.2,1.5,-2.4,-0.9,6.1,6.6,1.0,5.1,4.1,,,,,,,,,,,,,,,,,,,,,,
12,2008-01-01,6.1,14.3,29.3,27.7,10.4,5.6,0.0,19.3,6.3,3.0,0.4,1.9,1.8,3.4,3.8,2.9,3.4,1.3,1.3,14.0,9.2,4.0,3.5,2.7,2.3,3.9,17.3,4.7,4.0,2.5,2.4,0.8,1.2,-1.7,0.0,5.8,6.4,0.7,5.8,3.9,,,,,,,,,,,,,,,,,,,,,,
13,2008-02-01,6.6,18.5,36.7,30.9,9.8,6.7,1.7,20.2,7.4,2.9,0.4,1.4,1.9,2.2,3.3,2.9,3.8,2.3,0.6,14.7,9.7,4.5,3.1,3.0,2.4,4.6,17.9,6.6,4.3,2.7,2.6,0.7,1.9,-2.2,-0.2,6.3,6.4,0.7,5.8,3.8,,,,,,,,,,,,,,,,,,,,,,
14,2008-03-01,8.0,26.0,37.1,37.0,11.3,8.5,1.7,22.9,7.6,3.2,0.6,2.1,1.7,2.4,4.5,3.1,4.4,2.1,1.1,16.7,11.7,4.9,3.3,3.4,2.4,6.2,21.2,10.0,6.0,3.7,2.9,0.7,2.2,-1.3,0.3,6.6,10.6,0.7,6.0,3.8,,,,,,,,,,,,,,,,,,,,,,
15,2008-04-01,8.1,20.9,37.1,37.1,11.5,10.3,0.0,21.5,8.0,4.1,0.6,2.1,2.4,2.7,4.5,3.4,6.1,1.7,1.7,17.9,13.3,5.1,3.3,3.9,2.6,6.4,24.8,4.7,6.4,4.2,3.1,1.0,1.9,-1.8,0.6,7.0,14.3,0.7,6.3,3.4,,,,,,,,,,,,,,,,,,,,,,
16,2008-05-01,8.2,24.1,30.2,41.1,9.7,11.1,0.0,19.5,8.6,4.1,0.4,1.8,2.4,3.1,4.3,3.6,6.6,2.9,2.1,19.2,14.8,5.6,2.2,3.4,2.6,6.5,26.7,0.6,7.7,4.9,2.9,1.7,1.8,-1.9,0.3,6.7,14.4,0.7,6.8,3.2,,,,,,,,,,,,,,,,,,,,,,
17,2008-06-01,8.8,27.5,35.1,44.4,8.9,11.8,0.0,16.9,9.1,4.0,0.6,1.9,2.6,2.5,4.3,4.3,7.7,3.5,2.3,20.5,17.0,4.7,1.9,5.2,3.4,7.6,28.7,-1.9,8.8,5.6,3.5,1.6,1.8,-1.0,0.7,5.4,14.6,0.7,7.3,2.6,,,,,,,,,,,,,,,,,,,,,,
18,2008-07-01,10.0,32.6,40.2,52.4,9.7,14.8,0.0,16.1,9.2,3.9,0.4,1.9,2.7,1.9,4.8,3.6,7.8,3.0,2.9,32.9,17.8,4.3,1.8,5.7,4.4,10.4,31.0,-2.1,9.4,5.9,3.8,2.0,1.7,-2.4,0.4,5.6,16.0,1.5,7.0,2.6,,,,,,,,,,,,,,,,,,,,,,
19,2008-08-01,10.1,39.0,37.4,49.9,6.6,16.5,,12.7,8.9,4.2,0.7,1.7,2.5,2.3,4.6,3.7,8.1,3.0,1.8,34.2,18.2,3.6,0.4,6.3,4.4,11.1,29.9,-2.3,9.9,6.6,4.4,1.9,2.0,-2.1,0.3,5.6,16.6,2.2,6.5,2.3,,,,,,,,,,,,,,,,,,,,,,
20,2008-09-01,9.1,41.1,25.1,39.2,5.0,16.9,,11.2,9.0,4.3,0.6,1.6,1.6,2.1,4.7,3.4,7.7,3.0,2.9,32.2,16.4,3.1,-0.5,7.4,4.6,11.6,24.7,-4.6,8.9,6.5,4.0,2.2,1.9,-0.8,0.5,6.1,15.6,3.2,6.6,2.4,,,,,,,,,,,,,,,,,,,,,,
21,2008-10-01,6.6,41.1,11.2,20.2,1.3,14.9,,8.4,8.3,4.1,0.4,1.5,2.5,1.9,4.3,3.3,6.9,3.4,2.1,27.3,10.8,2.4,-2.5,7.5,2.9,10.1,15.3,-9.8,7.5,6.3,3.9,2.5,0.6,-1.9,0.0,4.5,6.4,3.5,6.1,2.2,,,,,,,,,,,,,,,,,,,,,,
22,2008-11-01,2.0,32.7,-14.1,2.6,-11.6,9.5,,3.6,7.4,3.6,0.8,0.2,2.1,1.7,3.4,3.4,4.7,2.8,2.3,10.2,0.8,1.6,-9.6,6.6,0.7,8.3,3.3,-19.4,4.9,5.2,3.7,1.8,-1.3,-1.3,0.4,3.6,-7.3,3.9,3.9,2.3,,,,,,,,,,,,,,,,,,,,,,
23,2008-12-01,-1.1,26.9,-39.7,-5.8,-15.3,5.3,,0.5,6.2,3.0,0.5,-0.6,1.8,1.1,2.8,2.6,2.1,2.0,1.7,3.9,-5.5,1.5,-14.1,3.8,-1.0,8.1,-3.9,-24.8,2.5,3.7,2.7,1.7,-2.9,-2.5,-0.4,2.6,-6.7,3.8,2.6,2.5,,,,,,,,,,,,,,,,,,,,,,
24,2009-01-01,-3.3,22.7,-48.5,-16.1,-16.9,2.3,0.0,-1.6,3.9,1.4,0.3,-1.3,0.5,0.5,0.4,1.4,-1.2,1.4,0.8,-5.2,-8.9,1.7,-17.0,3.2,-2.6,5.1,-7.2,-24.6,1.6,2.1,2.4,1.5,-5.6,-3.8,-0.1,2.4,-11.2,3.7,1.8,2.1,,,,,,,,,,,,,,,,,,,,,,
25,2009-02-01,-4.5,18.8,-54.8,-18.3,-17.4,1.5,1.7,-2.7,2.8,1.2,0.4,-2.4,-0.3,0.5,0.6,1.6,-2.4,1.5,1.2,-10.9,-9.9,1.0,-15.9,2.5,-3.1,4.1,-8.9,-25.0,0.6,1.6,2.0,1.1,-6.4,-3.9,-0.6,1.9,-11.6,3.4,1.7,2.3,,,,,,,,,,,,,,,,,,,,,,
26,2009-03-01,-6.0,13.9,-54.2,-25.0,-20.8,1.4,1.7,-5.8,2.0,0.9,0.4,-2.7,-0.4,-0.8,-0.6,0.6,-4.0,1.3,0.7,-12.5,-11.4,0.7,-15.6,1.8,-3.9,2.5,-15.0,-28.6,-1.7,0.7,1.5,0.4,-6.9,-4.2,-0.5,1.3,-15.0,3.5,0.9,3.0,,,,,,,,,,,,,,,,,,,,,,
27,2009-04-01,-6.6,8.7,-52.2,-30.8,-19.1,-0.4,3.5,-6.5,1.2,0.4,0.8,-2.9,-0.2,-1.5,-0.9,0.1,-5.1,0.7,-0.5,-11.6,-12.4,0.5,-14.4,1.1,-4.4,1.8,-18.7,-25.7,-3.0,-0.3,0.7,0.2,-6.2,-4.9,-1.1,0.2,-18.2,3.4,0.8,2.3,,,,,,,,,,,,,,,,,,,,,,
28,2009-05-01,-7.2,5.5,-49.3,-34.6,-18.5,-0.8,3.5,-6.6,0.9,0.2,0.2,-2.9,0.0,-1.7,-1.0,-0.4,-6.3,0.1,-0.2,-12.4,-13.1,0.2,-12.5,0.6,-4.0,1.0,-22.4,-23.9,-4.6,-1.3,0.1,-0.2,-6.7,-5.2,-1.2,0.3,-18.5,3.2,-0.6,3.3,,,,,,,,,,,,,,,,,,,,,,
29,2009-06-01,-7.8,0.2,-48.1,-37.2,-16.5,-3.2,3.5,-7.3,0.4,0.1,0.7,-2.9,0.0,-1.8,-1.4,-0.4,-7.8,-0.2,-1.1,-10.4,-15.7,-0.4,-12.6,-0.4,-5.3,-0.3,-24.8,-24.9,-5.6,-2.2,-0.5,-0.3,-6.7,-5.2,-1.5,0.2,-19.3,3.4,-0.9,3.0,,,,,,,,,,,,,,,,,,,,,,
30,2009-07-01,-8.2,-6.0,-42.9,-35.9,-16.1,-4.0,3.5,-7.5,0.0,0.5,0.5,-2.8,-0.3,-2.6,-1.7,-0.2,-8.4,-0.4,-0.8,-13.9,-16.9,-0.9,-12.6,-1.8,-5.8,-1.8,-24.8,-23.6,-6.0,-2.7,-1.1,-0.6,-6.4,-4.8,-2.0,-1.0,-18.4,2.7,-1.0,3.2,,,,,,,,,,,,,,,,,,,,,,
31,2009-08-01,-7.9,-11.4,-44.4,-32.6,-12.0,-6.0,0.0,-5.8,-0.2,0.3,0.7,-2.8,0.2,-2.3,-2.4,-0.1,-7.9,-0.7,0.7,-15.2,-17.2,-1.2,-9.2,-2.2,-5.4,-2.7,-21.3,-19.2,-6.0,-3.0,-1.2,-0.8,-5.7,-4.3,-1.1,0.8,-16.0,1.7,-0.1,3.8,,,,,,,,,,,,,,,,,,,,,,
32,2009-09-01,-7.0,-11.8,-30.2,-32.8,-10.8,-6.3,0.0,-4.9,-0.6,0.4,0.2,-2.5,0.0,-2.0,-2.1,0.0,-7.7,-1.1,-0.2,-11.8,-16.4,-0.9,-8.2,-3.1,-5.0,-3.6,-21.0,-13.8,-5.4,-3.2,-1.0,-0.7,-5.0,-3.5,-0.8,-0.7,-21.3,1.0,-0.1,3.5,,,,,,,,,,,,,,,,,,,,,,
33,2009-10-01,-5.8,-10.9,-23.4,-25.3,-6.6,-6.3,0.0,-3.4,0.0,0.5,0.8,-1.7,-0.7,-2.1,-1.9,0.0,-7.1,-1.4,0.2,-10.2,-14.6,-0.2,-6.7,-2.5,-4.3,-3.5,-17.1,-8.2,-4.7,-3.4,-1.2,-1.1,-3.8,-4.1,-0.5,-0.5,-16.0,0.8,-0.1,4.0,,,,,,,,,,,,,,,,,,,,,,
34,2009-11-01,-2.1,-5.3,-3.3,-13.2,5.7,-3.7,0.0,0.4,1.2,0.6,0.4,1.2,-0.2,-2.4,-1.8,-0.4,-5.6,-1.1,1.3,0.0,-6.8,-0.1,1.4,-2.6,-2.5,-2.9,-7.9,4.2,-2.3,-2.6,-0.8,-0.7,-1.2,-4.0,-0.8,0.4,-9.3,0.4,1.0,4.1,,,,,,,,,,,,,,,,,,,,,,
