Date,Gold,DXY,US 10y yield,CN 10y yield,DE 10y yield,SPX,US 2y yield,CN 2y yield,DE 2y yield
2024-04-11,2373.24,105.28,4.584,2.303,2.4585,5199.10,4.952,1.866,2.97
2024-04-12,2343.43,106.01,4.517,2.283,2.3600,5123.40,4.894,1.858,2.857
2024-04-15,2382.51,106.20,4.610,2.281,2.4350,5061.82,4.925,1.86,2.905
2024-04-16,2382.83,106.34,4.669,2.275,2.4830,5051.41,4.985,1.878,2.933
2024-04-17,2360.81,105.96,4.589,2.266,2.4645,5022.21,4.934,1.873,2.951
2024-04-18,2378.25,106.18,4.637,2.263,2.4895,5011.12,4.99,1.863,2.984
2024-04-19,2390.45,106.12,4.623,2.256,2.5015,4967.23,4.988,1.848,3.008
2024-04-22,2326.29,106.13,4.610,2.248,2.4855,5010.60,4.973,1.841,2.971
2024-04-23,2321.81,105.68,4.607,2.236,2.5070,5070.55,4.937,1.829,2.987
2024-04-24,2315.82,105.81,4.648,2.275,2.5885,5071.63,4.931,1.834,3.036
2024-04-25,2331.78,105.60,4.704,2.265,2.6310,5048.42,5,1.83,3.005
2024-04-26,2337.72,106.09,4.667,2.207,2.5770,5099.96,4.993,1.852,2.989
2024-04-29,2334.44,105.70,4.611,2.356,2.5255,5116.17,4.979,1.925,2.955
2024-04-30,2284.57,106.33,4.682,2.309,2.5895,5035.69,5.037,1.932,3.028
2024-05-01,2317.88,105.71,4.641,,2.5825,5018.39,4.969,NA,3.027
2024-05-02,2303.29,105.31,4.589,,2.5345,5064.20,4.881,NA,2.999
2024-05-03,2301.56,105.08,4.497,,2.4910,5127.79,4.806,NA,2.935
2024-05-06,2326.15,105.15,4.494,2.315,2.4615,5180.74,4.833,1.896,2.915
2024-05-07,2315.20,105.43,4.461,2.233,2.4235,5187.70,4.83,1.881,2.902
2024-05-08,2309.05,105.52,4.500,2.309,2.4645,5187.67,4.841,1.869,2.931
2024-05-09,2345.88,105.22,4.465,2.327,2.4830,5214.08,4.818,1.874,2.94
2024-05-10,2360.14,105.31,4.500,2.329,2.5115,5222.68,4.872,1.882,2.97
2024-05-13,2338.45,105.20,4.486,2.298,2.5050,5221.42,4.868,1.868,2.953
2024-05-14,2355.88,105.06,4.445,2.294,2.5375,5246.68,4.821,1.831,2.978
2024-05-15,2386.04,104.21,4.336,2.307,2.4185,5308.15,4.726,1.823,2.892
2024-05-16,2377.90,104.50,4.367,2.319,2.4545,5297.10,4.795,1.825,2.921
2024-05-17,2414.89,104.49,4.422,2.323,2.5190,5303.27,4.827,1.82,2.989
2024-05-20,2425.12,104.57,4.447,2.310,2.5305,5308.13,4.852,1.816,2.994
2024-05-21,2421.64,104.66,4.412,2.312,2.5080,5321.41,4.831,1.818,2.976
2024-05-22,2378.25,104.93,4.426,2.314,2.5380,5307.01,4.875,1.823,3.009
2024-05-23,2328.37,105.11,4.479,2.307,2.5880,5267.84,4.94,1.803,3.085
2024-05-24,2333.76,104.72,4.467,2.313,2.5800,5304.72,4.948,1.817,3.087
2024-05-27,2350.74,104.60,4.461,2.311,2.5520,,4.935,1.814,3.039
2024-05-28,2360.95,104.61,4.548,2.299,2.5995,5306.04,4.978,1.817,3.055
2024-05-29,2338.77,105.10,4.616,2.297,2.6880,5266.95,4.975,1.809,3.103
2024-05-30,2343.00,104.72,4.550,2.307,2.6560,5235.48,4.927,1.786,3.08
2024-05-31,2326.97,104.67,4.503,2.329,2.6630,5277.51,4.877,1.776,3.084
2024-06-03,2350.35,104.14,4.392,2.311,2.5850,5283.40,4.812,1.76,3.035
2024-06-04,2327.68,104.11,4.330,2.311,2.5390,5291.34,4.773,1.764,2.999
2024-06-05,2354.78,104.27,4.277,2.308,2.4980,5354.03,4.724,1.757,2.976
2024-06-06,2375.61,104.10,4.287,2.307,2.5410,5352.96,4.726,1.756,3.011
2024-06-07,2292.71,104.89,4.433,2.308,2.6160,5346.99,4.889,1.745,3.086
2024-06-10,2310.53,105.15,4.471,,2.6740,5360.79,4.885,NA,3.09
2024-06-11,2316.27,105.23,4.402,2.305,2.6220,5375.32,4.834,1.728,3.016
2024-06-12,2322.52,104.64,4.318,2.307,2.5350,5421.03,4.756,1.741,2.965
2024-06-13,2303.54,105.20,4.248,2.302,2.4930,5433.74,4.703,1.744,2.896
2024-06-14,2332.52,105.55,4.221,2.292,2.3570,5431.60,4.707,1.742,2.763
2024-06-17,2318.87,105.32,4.285,2.274,2.4130,5473.23,4.768,1.752,2.811
2024-06-18,2328.33,105.26,4.219,2.257,2.3920,5487.03,4.718,1.743,2.807
2024-06-19,2327.48,105.25,4.236,2.251,2.4080,,4.729,1.714,2.805
2024-06-20,2359.63,105.59,4.261,2.244,2.4185,5473.17,4.739,1.711,2.823
2024-06-21,2321.51,105.80,4.257,2.259,2.3970,5464.62,4.734,1.72,2.793
2024-06-24,2332.93,105.47,4.234,2.257,2.4210,5447.87,4.723,1.723,2.811
2024-06-25,2319.01,105.61,4.248,2.234,2.4110,5469.30,4.745,1.681,2.81
2024-06-26,2297.91,106.05,4.329,2.228,2.4510,5477.90,4.753,1.662,2.82
2024-06-27,2327.45,105.91,4.286,2.208,2.4530,5482.87,4.712,1.635,2.81
2024-06-28,2325.71,105.87,4.392,2.208,2.4850,5460.48,4.749,1.652,2.825
2024-07-01,2331.70,105.90,4.471,2.236,2.6050,5475.09,4.76,1.658,2.922
2024-07-02,2329.28,105.72,4.438,2.239,2.6090,5509.01,4.752,1.638,2.912
2024-07-03,2356.06,105.40,4.355,2.243,2.5590,5537.02,4.708,1.621,2.913
2024-07-04,2356.12,105.13,4.372,2.219,2.5850,,4.716,1.627,2.943
2024-07-05,2391.46,104.88,4.278,2.262,2.5320,5567.19,4.606,1.642,2.893
2024-07-08,2358.80,105.00,4.280,2.290,2.5190,5572.85,4.635,1.681,2.908
2024-07-09,2363.58,105.13,4.298,2.273,2.5600,5576.98,4.626,1.641,2.928
2024-07-10,2371.07,105.05,4.282,2.271,2.5360,5633.91,4.624,1.633,2.899
2024-07-11,2414.78,104.44,4.212,2.268,2.4710,5584.54,4.515,1.629,2.8
2024-07-12,2411.27,104.09,4.187,2.259,2.4960,5615.35,4.458,1.618,2.821
2024-07-15,2422.07,104.19,4.231,2.250,2.4700,5631.22,4.46,1.625,2.793
2024-07-16,2468.57,104.27,4.160,2.260,2.4320,5667.20,4.421,1.621,2.767
2024-07-17,2458.38,103.75,4.160,2.258,2.4210,5588.27,4.438,1.614,2.777
2024-07-18,2444.97,104.17,4.202,2.264,2.4110,5544.59,4.471,1.62,2.736
2024-07-19,2400.79,104.36,4.243,2.261,2.4630,5505.00,4.517,1.601,2.778
2024-07-22,2397.65,104.31,4.254,2.247,2.4830,5564.41,4.521,1.553,2.822
2024-07-23,2409.21,104.45,4.254,2.236,2.4380,5555.74,4.496,1.55,2.766
2024-07-24,2397.59,104.39,4.286,2.230,2.4420,5427.13,4.433,1.528,2.712
2024-07-25,2364.50,104.36,4.245,2.221,2.4130,5399.22,4.435,1.524,2.68
2024-07-26,2385.57,104.32,4.194,2.190,2.4030,5459.10,4.387,1.508,2.667
2024-07-29,2383.54,104.56,4.172,2.140,2.3600,5463.54,4.402,1.536,2.65
2024-07-30,2408.43,104.55,4.141,2.142,2.3420,5436.44,4.361,1.54,2.559
2024-07-31,2448.10,104.10,4.033,2.148,2.3020,5522.30,4.26,1.519,2.533
2024-08-01,2445.42,104.42,3.982,2.126,2.2480,5446.68,4.156,1.516,2.463
2024-08-02,2443.29,103.21,3.792,2.118,2.1600,5346.56,3.874,1.526,2.337
2024-08-05,2407.65,102.69,3.779,2.120,2.1820,5186.33,3.902,1.521,2.337
2024-08-06,2389.37,102.97,3.886,2.146,2.1810,5240.03,3.991,1.519,2.362
2024-08-07,2381.53,103.20,3.926,2.138,2.2720,5199.50,3.983,1.534,2.414
2024-08-08,2426.75,103.29,3.990,2.146,2.2690,5319.31,4.036,1.539,2.401
2024-08-09,2431.14,103.15,3.940,2.193,2.2220,5344.16,4.057,1.573,2.38
2024-08-12,2472.25,103.08,3.907,2.199,2.2250,5344.39,4.021,1.587,2.396
2024-08-13,2465.03,102.61,3.846,2.197,2.1820,5434.43,3.936,1.613,2.339
2024-08-14,2447.64,102.60,3.839,2.157,2.1770,5455.21,3.96,1.64,2.347
2024-08-15,2456.10,103.04,3.919,2.198,2.2620,5543.22,4.103,1.692,2.455
2024-08-16,2507.28,102.40,3.883,2.189,2.2580,5554.25,4.054,1.673,2.451
2024-08-19,2503.92,101.87,3.875,2.160,2.2540,5608.25,4.072,1.619,2.444
2024-08-20,2513.74,101.39,3.810,2.130,2.2150,5597.12,3.994,1.62,2.406
2024-08-21,2511.95,101.13,3.799,2.162,2.2010,5620.85,3.933,1.664,2.371
2024-08-22,2483.29,101.47,3.858,2.158,2.2450,5570.64,4.014,1.615,2.402
2024-08-23,2512.07,100.68,3.795,2.158,2.2250,5634.61,3.909,1.586,2.372
2024-08-26,2516.89,100.85,3.820,2.166,2.2490,5616.84,3.938,1.556,2.395
2024-08-27,2524.57,100.61,3.829,2.182,2.2790,5625.80,3.899,1.558,2.398
2024-08-28,2502.25,101.02,3.839,2.179,2.2540,5592.18,3.867,1.557,2.379
2024-08-29,2521.18,101.36,3.863,2.171,2.2820,5591.96,3.898,1.54,2.364
2024-08-30,2503.03,101.73,3.909,2.183,2.2900,5648.40,3.919,1.537,2.384
2024-09-02,2499.29,101.67,3.926,2.154,2.3380,,3.933,1.516,2.418
2024-09-03,2492.76,101.70,3.837,2.153,2.2740,5528.93,3.863,1.51,2.38
2024-09-04,2494.19,101.27,3.753,2.142,2.2170,5520.07,3.766,1.471,2.315
2024-09-05,2516.32,101.05,3.733,2.147,2.2080,5503.41,3.739,1.471,2.296
2024-09-06,2516.36,101.19,3.716,2.138,2.1710,5408.42,3.654,1.469,2.229
2024-09-09,2505.25,101.55,3.702,2.129,2.1710,5471.05,3.671,1.436,2.217
2024-09-10,2516.12,101.63,3.640,2.132,2.1480,5495.52,3.596,1.415,2.201
2024-09-11,2511.44,101.68,3.661,2.066,2.0980,5554.13,3.65,1.383,2.134
2024-09-12,2558.75,101.37,3.680,2.112,2.1560,5595.76,3.648,1.35,2.23
2024-09-13,2576.50,101.11,3.657,2.075,2.1490,5626.02,3.587,1.366,2.206
2024-09-16,2582.58,100.76,3.618,,2.1200,5633.09,3.555,NA,2.183
2024-09-17,2569.52,100.89,3.648,,2.1470,5634.58,3.607,NA,2.231
2024-09-18,2559.16,100.60,3.713,2.038,2.1910,5618.26,3.628,1.36,2.263
2024-09-19,2586.48,100.61,3.719,2.044,2.1920,5713.64,3.588,1.405,2.215
2024-09-20,2621.96,100.72,3.741,2.047,2.2210,5702.55,3.597,1.383,2.253
2024-09-23,2628.40,100.93,3.751,2.052,2.1750,5718.57,3.587,1.393,2.166
2024-09-24,2656.70,100.24,3.732,2.068,2.1360,5732.93,3.540,1.412,2.093
2024-09-25,2656.82,100.91,3.791,2.038,2.1890,5722.26,3.561,,2.134
2024-09-26,2670.20,100.52,3.796,2.090,2.1720,5745.37,3.627,1.380,2.112
2024-09-27,2657.97,100.38,3.751,2.180,2.1400,5738.17,3.557,,2.087
2024-09-30,2634.49,100.78,3.787,2.160,2.1320,5762.48,3.645,1.431,2.071
2024-10-01,2662.82,101.19,3.731,,2.0430,5708.75,3.606,,2.027
2024-10-02,2657.75,101.68,3.783,,2.1020,5709.54,3.637,,2.048
2024-10-03,2655.90,101.99,3.846,,2.1370,5699.94,3.705,,2.072
2024-10-04,2652.25,102.52,3.981,,2.2120,5751.07,3.924,,2.206
2024-10-07,2643.58,102.54,4.026,,2.2500,5695.94,3.995,,2.237
2024-10-08,2621.94,102.55,4.035,2.153,2.2470,5751.13,3.962,1.440,2.230
2024-10-09,2607.77,102.93,4.067,2.178,2.2570,5792.04,4.022,1.470,2.258
2024-10-10,2629.48,102.99,4.094,2.142,2.2530,5780.05,3.964,1.441,2.234
2024-10-11,2656.00,102.89,4.073,2.127,2.2740,5815.03,3.953,1.429,2.258
